"gene","logFC_6h","FDR_6h","logFC_12h","FDR_12h","logFC_24h","FDR_24h","n_up_fdr05","n_down_fdr05","mean_logFC"
"Mettl22",-0.584055184523204,0.711363299444926,1.1579065371126,0.999984452942187,-0.527651194604846,0.999883655288253,0,0,0.015400052661518
"Atp6v1h",0.371958606656354,0.638358441629074,0.0323946089939744,0.999984452942187,-0.358305042970313,0.999883655288253,0,0,0.0153493908933383
"Bri3bp",0.322321839965916,0.626130156397607,-0.0643559255501405,0.999984452942187,-0.211972644616871,0.999883655288253,0,0,0.0153310899329681
"Slc4a4",1.24048569478418,0.463085594621514,-0.940253959906936,0.999984452942187,-0.254605025600766,0.999883655288253,0,0,0.015208903092158
"Gucy1b3",1.58464326526294,0.184117225937853,-0.838585823090838,0.999984452942187,-0.701282733345561,0.999883655288253,0,0,0.0149249029421809
"Snw1",0.237933694718603,0.666639562303178,-0.0103854762220879,0.999984452942187,-0.182968523748997,0.999883655288253,0,0,0.0148598982491726
"Ywhae",0.22934147582059,0.638867804249383,-0.145190610082523,0.999984452942187,-0.0400271015660092,0.999883655288253,0,0,0.014707921390686
"Med29",0.21823575364034,0.904821085721283,-0.129985486231437,0.999984452942187,-0.0444126155264151,0.999883655288253,0,0,0.014612550627496
"Rgs2",1.81081754173857,0.115076639080661,-0.66732001276413,0.999984452942187,-1.09971932548543,0.999883655288253,0,0,0.0145927344963354
"Cabin1",0.179146490686887,0.926441077724019,0.388056920853689,0.999984452942187,-0.52345150985289,0.999883655288253,0,0,0.0145839672292287
"Gm14138",1.02330041078673,0.541715088828383,-0.101352311573889,0.999984452942187,-0.878638713617417,0.999883655288253,0,0,0.014436461865142
"Sdhaf2",0.633842362017752,0.498195856987557,-0.256046382927964,0.999984452942187,-0.334948271752397,0.999883655288253,0,0,0.0142825691124638
"Calm2",-0.0143908520402025,0.98314090311574,0.0581953422931143,0.999984452942187,-0.00107417752719385,0.999883655288253,0,0,0.0142434375752393
"Slc30a1",-0.176795512612697,0.9275232801044,0.435209005694756,0.999984452942187,-0.215787459008196,0.999883655288253,0,0,0.0142086780246212
"Sdha",0.717764655150254,0.16307101407017,-0.350911249540735,0.999984452942187,-0.32423460779089,0.999883655288253,0,0,0.014206265939543
"Ttll4",-0.921574563218091,0.597262047808348,0.484354990181037,0.999984452942187,0.479369712904225,0.999883655288253,0,0,0.0140500466223902
"Pkdcc",-1.06464771330928,0.432174546395942,0.776481882833631,0.999984452942187,0.330304976265262,0.999883655288253,0,0,0.0140463819298722
"Nek8",0.800584946901447,0.582064873302479,-0.587756030138605,0.999984452942187,-0.170827427244427,0.999883655288253,0,0,0.0140004965061384
"Ncor2",0.821087293583452,0.59871196275134,-0.385170783427846,0.999984452942187,-0.394736459270065,0.999883655288253,0,0,0.0137266836285139
"Dnttip2",0.392944903182054,0.708431173374336,-0.456991692351346,0.999984452942187,0.104821503743542,0.999883655288253,0,0,0.0135915715247501
"Usp24",0.432326538586497,0.591539948481602,-0.324836148529021,0.999984452942187,-0.0673514215743278,0.999883655288253,0,0,0.0133796561610492
"Nkap",0.0737487718684591,0.954196260008204,0.0407378869066415,0.999984452942187,-0.0744133517331003,0.999883655288253,0,0,0.0133577690140001
"Pdik1l",0.712187641725389,0.627160171992422,-0.373074257734642,0.999984452942187,-0.299235800555425,0.999883655288253,0,0,0.013292527811774
"Slc16a13",-0.378692336463445,0.807303618004119,0.221591072368488,0.999984452942187,0.196536560780964,0.999883655288253,0,0,0.0131450988953358
"Fut11",0.394537622692405,0.819840530582613,-0.31959327606547,0.999984452942187,-0.0361283389421381,0.999883655288253,0,0,0.0129386692282657
"1700006J14Rik",-0.622456946998548,0.715339141373886,0.305632916832968,0.999984452942187,0.355594076936863,0.999883655288253,0,0,0.0129233489237612
"Pkn3",-0.0822498890875578,0.972098530789424,0.138835876554792,0.999984452942187,-0.0178990601570164,0.999883655288253,0,0,0.0128956424367394
"H2afj",0.0689552839343097,0.936213349294789,0.150895099496418,0.999984452942187,-0.181164017512568,0.999883655288253,0,0,0.0128954553060533
"Etv5",0.0678629995182343,0.968174736562077,-0.00564493253087761,0.999984452942187,-0.0237746935118626,0.999883655288253,0,0,0.0128144578251647
"AW551984",1.21250267894185,0.37023497347584,-0.66189201707043,0.999984452942187,-0.512289408614851,0.999883655288253,0,0,0.012773751085524
"Rps6-ps2",-0.44018727746863,0.786001317197001,0.628981057430294,0.999984452942187,-0.150581814890841,0.999883655288253,0,0,0.0127373216902744
"Ppm1g",0.179287170765977,0.807101269962892,-0.151361666246128,0.999984452942187,0.00982785407625819,0.999883655288253,0,0,0.012584452865369
"Gm12599",-0.0519611583641295,0.98006065369722,-0.212532942408934,0.999984452942187,0.302093333683554,0.999883655288253,0,0,0.01253307763683
"Ctnnd2",-0.388904510156892,0.843815363882935,0.617126813359916,0.999984452942187,-0.19118072929053,0.999883655288253,0,0,0.0123471913041646
"Gm4604",0.891634249878921,0.471868753821383,-0.787561157106588,0.999984452942187,-0.0679307530237097,0.999883655288253,0,0,0.0120474465828744
"Emr1",1.17832156099511,0.510701097590475,-0.37931572354193,0.999984452942187,-0.76315589415669,0.999883655288253,0,0,0.0119499810988295
"Rpl34-ps1",-0.0418131385472797,0.959450921473222,0.106401817704409,0.999984452942187,-0.0288097929572499,0.999883655288253,0,0,0.0119262953999598
"Hebp1",-0.00598385109541288,1,0.775726888169375,0.999984452942187,-0.734067492335134,0.999883655288253,0,0,0.0118918482462759
"Calu",0.3843517565538,0.510189914765662,-0.0994454674354408,0.999984452942187,-0.249418724449949,0.999883655288253,0,0,0.0118291882228032
"Sigmar1",0.605675101138132,0.721941578825623,-0.567594449934584,0.999984452942187,-0.00262559964369657,0.999883655288253,0,0,0.0118183505199507
"Acsf3",-0.263549676429738,0.876175676310797,0.405623796397806,0.999984452942187,-0.107020138993374,0.999883655288253,0,0,0.0116846603248978
"Mtpn",0.310025170309157,0.519063426316237,-0.186055585612626,0.999984452942187,-0.0890307428140957,0.999883655288253,0,0,0.0116462806274784
"Smad2",1.26883517002327,0.2720590803276,-0.814295804763799,0.999984452942187,-0.420199305513069,0.999883655288253,0,0,0.0114466865821334
"Rab13",0.415123845105756,0.78858792880954,-0.422267706910218,0.999984452942187,0.0414112997048655,0.999883655288253,0,0,0.0114224793001343
"Ddx17",0.636189106953472,0.328010532272058,-0.336727822937722,0.999984452942187,-0.265272438274144,0.999883655288253,0,0,0.0113962819138687
"Arl8a",0.214945316281066,0.836994107719808,-0.0320522135308492,0.999984452942187,-0.148788391321458,0.999883655288253,0,0,0.0113682371429196
"Gatad2b",0.403342682146421,0.813425485166208,-0.153479430950282,0.999984452942187,-0.216028980368692,0.999883655288253,0,0,0.0112780902758159
"C1ql2",1.45249893604019,0.247033321781672,-0.297633337924554,0.999984452942187,-1.12123782478629,0.999883655288253,0,0,0.0112092577764498
"Ppara",1.59365942937595,0.309592480018129,-1.38394173364549,0.999984452942187,-0.176422593536336,0.999883655288253,0,0,0.0110983673980423
"Atxn2l",0.0746407261764288,0.971187725476603,0.148894317822361,0.999984452942187,-0.190414360191903,0.999883655288253,0,0,0.0110402279356287
"Txn-ps1",-0.560512244127603,0.74720265277329,0.0439667074890084,0.999984452942187,0.549313677998821,0.999883655288253,0,0,0.0109227137867422
"Aimp2",-0.37674693665496,0.597248732205838,0.234819629316084,0.999984452942187,0.174614278935557,0.999883655288253,0,0,0.0108956571988938
"Ccnc",0.159043433492632,0.935563308531773,0.0654321666425415,0.999984452942187,-0.192133441233306,0.999883655288253,0,0,0.0107807196339558
"Tmem88",0.639175526880833,0.629163724398301,-0.355915919942207,0.999984452942187,-0.251310403184162,0.999883655288253,0,0,0.0106497345848215
"Gnb1",-0.323123843311573,0.417348385304798,0.292684367758961,0.999984452942187,0.0622592635408523,0.999883655288253,0,0,0.0106065959960799
"Galnt11",-0.00280392166004062,1,0.00200004217663619,0.999984452942187,0.032515203892507,0.999883655288253,0,0,0.0105704414697008
"Gm11361",-0.119093250666776,0.80481529158021,0.237721228373408,0.999984452942187,-0.086949703638048,0.999883655288253,0,0,0.010559424689528
"Rhbdd2",0.446509462274324,0.778706758906968,-0.173234069481084,0.999984452942187,-0.241657538482833,0.999883655288253,0,0,0.010539284770136
"Msr1",0.376895659473592,0.821781387348911,-0.455735409723445,0.999984452942187,0.110231841359623,0.999883655288253,0,0,0.0104640303699232
"Chn1",0.422678945902775,0.715339141373886,-0.363062781848262,0.999984452942187,-0.0288272904252449,0.999883655288253,0,0,0.0102629578764228
"Vim",0.409232181380567,0.170789841562615,-0.137024436835755,0.999984452942187,-0.241638915333192,0.999883655288253,0,0,0.0101896097372064
"Ncald",1.3178235671114,0.357321361125448,-0.675266609365637,0.999984452942187,-0.612737646949718,0.999883655288253,0,0,0.00993977026534706
"Hdhd3",-0.184092335992386,0.917873113161345,-0.552749076572444,0.999984452942187,0.766655714590116,0.999883655288253,0,0,0.00993810067509563
"Ndufb7",-0.00193168622915874,1,0.128525914594039,0.999984452942187,-0.0970694949261173,0.999883655288253,0,0,0.00984157781292113
"Tpp1",0.336706223341171,0.532686285544821,0.0983612247249832,0.999984452942187,-0.405766408375175,0.999883655288253,0,0,0.00976701323032625
"Pigt",-0.0309908553224814,0.984363106283107,0.0925357565715883,0.999984452942187,-0.0324391907694395,0.999883655288253,0,0,0.00970190349322249
"Rhoj",-0.688848600039645,0.443564645547018,0.290332307181978,0.999984452942187,0.427509857610229,0.999883655288253,0,0,0.00966452158418729
"Hist3h2ba",-0.0709797720254643,0.976378395428064,0.388104907118596,0.999984452942187,-0.288342703282538,0.999883655288253,0,0,0.00959414393686483
"Prpf40b",-0.400936545068842,0.828653104282584,0.482490598060438,0.999984452942187,-0.0529754892949192,0.999883655288253,0,0,0.00952618789889215
"Acn9",1.00935406849152,0.431333029786477,-0.632921853558,0.999984452942187,-0.347960525177299,0.999883655288253,0,0,0.00949056325207231
"Macf1",0.917600387127163,0.123950169814849,-0.617311388916362,0.999984452942187,-0.272046708615485,0.999883655288253,0,0,0.0094140965317718
"2810454H06Rik",0.0782905463139718,0.969780290180686,-0.934762040984787,0.999984452942187,0.884653148827624,0.999883655288253,0,0,0.00939388471893639
"Igbp1",0.060540795902539,0.98006065369722,0.179857262679869,0.999984452942187,-0.212340174216854,0.999883655288253,0,0,0.00935262812185152
"Rpp38",0.94575625750181,0.574941297301777,-0.67493418660477,0.999984452942187,-0.242840299082396,0.999883655288253,0,0,0.00932725727154785
"Atp11c",0.486112016041248,0.780839784332013,-0.0501970941015455,0.999984452942187,-0.408158721208808,0.999883655288253,0,0,0.00925206691029823
"E2f2",-1.44334394265212,0.415050398012043,0.618283662524159,0.999984452942187,0.852768085997402,0.999883655288253,0,0,0.00923593528981296
"Myl12b",0.114904249361035,0.925326069098261,0.162262387383482,0.999984452942187,-0.249536701199389,0.999883655288253,0,0,0.00920997851504257
"Ppig",0.254362186422354,0.734952367835241,-0.187228295759429,0.999984452942187,-0.0404379926211638,0.999883655288253,0,0,0.00889863268058733
"Gm12669",0.0340684984128664,0.991098983208595,0.107780543658595,0.999984452942187,-0.115448263921788,0.999883655288253,0,0,0.00880025938322434
"Mlh3",0.0146585214817201,0.998624409394792,0.147244432464506,0.999984452942187,-0.135947070294973,0.999883655288253,0,0,0.00865196121708419
"Tmx1",-0.13378128719515,0.866610844469873,0.160830130725252,0.999984452942187,-0.00116372839593115,0.999883655288253,0,0,0.00862837171139012
"Pmepa1",0.137320087238386,0.82904740538593,-0.0138706904238326,0.999984452942187,-0.0977780289662427,0.999883655288253,0,0,0.00855712261610364
"Slc7a1",0.233240643873434,0.792601973707346,0.0825681986167348,0.999984452942187,-0.290174931416966,0.999883655288253,0,0,0.00854463702440089
"Atad2",0.30109027219024,0.862689801792937,-0.408046277766537,0.999984452942187,0.131839118686377,0.999883655288253,0,0,0.00829437103669287
"Gmpr",1.17687526386444,0.447936923692856,-0.563972186776459,0.999984452942187,-0.588271424049776,0.999883655288253,0,0,0.00821055101273593
"Rcc1",-0.203843530037272,0.866610844469873,-0.0311759825405824,0.999984452942187,0.259196501472726,0.999883655288253,0,0,0.00805899629829051
"Ostm1",0.752616040076015,0.329163590305719,-0.130080514520555,0.999984452942187,-0.598446020742861,0.999883655288253,0,0,0.00802983493753295
"Rps19-ps7",1.06899926457334,0.45881265909892,-0.0555256399234327,0.999984452942187,-0.989470604128284,0.999883655288253,0,0,0.00800100684054176
"Pus3",0.250178563417348,0.907638137917926,-0.331046621473638,0.999984452942187,0.104825446170007,0.999883655288253,0,0,0.00798579603790595
"Zfp184",-1.09358715134735,0.38993318023721,-0.198435302032804,0.999984452942187,1.31571402527625,0.999883655288253,0,0,0.00789719063203279
"Cdh19",0.866859359763197,0.653043312420082,-0.640626416370051,0.999984452942187,-0.202600247639494,0.999883655288253,0,0,0.00787756525121752
"Peli1",-0.0834674357541658,0.935033934332556,0.179400808179574,0.999984452942187,-0.0726142295699974,0.999883655288253,0,0,0.00777304761847031
"Psma4",0.341743784782896,0.630727264363202,-0.241377970339746,0.999984452942187,-0.0772090033102488,0.999883655288253,0,0,0.00771893704430019
"Atp9b",0.453665467214219,0.757848656580136,-0.154199168396913,0.999984452942187,-0.27689976416392,0.999883655288253,0,0,0.00752217821779544
"Rab8a",-0.118879959909322,0.83294560887194,0.120049837310107,0.999984452942187,0.0213603822609203,0.999883655288253,0,0,0.00751008655390173
"Pafah1b1",0.297885935895704,0.569649851931106,-0.224949589933122,0.999984452942187,-0.0506585041438168,0.999883655288253,0,0,0.0074259472729216
"Rps15",-0.447952134986521,0.287661531590859,0.402228374625949,0.999984452942187,0.067878416650272,0.999883655288253,0,0,0.00738488542990012
"Lrrc4b",0.0290646373502672,0.993410588748666,0.321013058072809,0.999984452942187,-0.328112083349583,0.999883655288253,0,0,0.00732187069116463
"Mettl10",-0.747805395088602,0.602920865442546,0.783132505285007,0.999984452942187,-0.0134630196394809,0.999883655288253,0,0,0.00728803018564143
"Sult4a1",0.28510043872968,0.873067666302845,0.121690731234152,0.999984452942187,-0.384954842183538,0.999883655288253,0,0,0.00727877592676481
"Rrp8",0.289500711652535,0.879824989616662,-0.604555201547086,0.999984452942187,0.336789410110752,0.999883655288253,0,0,0.00724497340540016
"Rgs6",0.728361818191085,0.648212215280906,-0.0394757597050314,0.999984452942187,-0.667176176494851,0.999883655288253,0,0,0.00723662733040065
"Psmc6",0.390368681690266,0.542455831481804,-0.300160189329334,0.999984452942187,-0.0688648250188084,0.999883655288253,0,0,0.00711455578070789
"Zdhhc15",0.780025096940479,0.667098273040446,-0.160134931279127,0.999984452942187,-0.598903631781416,0.999883655288253,0,0,0.00699551129331185
"Kcnq1ot1",0.870030318614595,0.237822516437824,-0.528415548739427,0.999984452942187,-0.320761531536777,0.999883655288253,0,0,0.0069510794461302
"Ptprk",-0.915276704988778,0.382874127347742,0.743527468862219,0.999984452942187,0.192175013029216,0.999883655288253,0,0,0.0068085923008853
"Pus1",-0.525052071860424,0.734132425394445,0.312894073645579,0.999984452942187,0.232534912066019,0.999883655288253,0,0,0.006792304617058
"Bbs5",-0.107020301733598,0.949956786407426,0.796642581685258,0.999984452942187,-0.66993192890442,0.999883655288253,0,0,0.0065634503490799
"Ssbp4",0.0289393602903827,0.992346902415597,0.0656681483381893,0.999984452942187,-0.0749268753322196,0.999883655288253,0,0,0.00656021109878413
"Spr",0.0948576672868473,0.925315557478746,-0.00724067995051669,0.999984452942187,-0.0680086691240129,0.999883655288253,0,0,0.00653610607077256
"Tes",0.551111737322009,0.441771916165644,-0.379640433776968,0.999984452942187,-0.152159297881385,0.999883655288253,0,0,0.00643733522121851
"Rpl10a-ps1",-0.416654183896597,0.705005465708671,0.241363568440864,0.999984452942187,0.194495633893228,0.999883655288253,0,0,0.00640167281249848
"Zfp609",0.0223040991192294,0.997001789947675,0.155413349013749,0.999984452942187,-0.158605091242098,0.999883655288253,0,0,0.0063707856302934
"Gm7293",-0.436067231276245,0.756632182153494,0.343854170175558,0.999984452942187,0.111102110660447,0.999883655288253,0,0,0.00629634985325332
"Mapre3",0.944987077825814,0.484366042369377,-0.731795733526409,0.999984452942187,-0.194419588254118,0.999883655288253,0,0,0.00625725201509549
"Gm13139",0.32687058778847,0.867684199352116,-0.217058631640662,0.999984452942187,-0.0922100362338969,0.999883655288253,0,0,0.00586730663797019
"Tead2",0.0421588920841254,0.971248381450301,-0.0691919171467683,0.999984452942187,0.0441890296429079,0.999883655288253,0,0,0.00571866819342167
"Rab29",0.490999816867552,0.747695038378871,-0.366223403049445,0.999984452942187,-0.107833348232489,0.999883655288253,0,0,0.0056476885285391
"Pacsin2",0.129243544665605,0.947549467328669,0.258409664957482,0.999984452942187,-0.370951184307407,0.999883655288253,0,0,0.00556734177189311
"Pelo",-0.388130806844044,0.615640634969775,0.290386540692364,0.999984452942187,0.11419311769416,0.999883655288253,0,0,0.00548295051415959
"Gins3",-0.579929910885919,0.728226356956984,0.668099603310623,0.999984452942187,-0.0721068527172668,0.999883655288253,0,0,0.0053542799024789
"Magi3",0.583610715122048,0.730627675695075,-0.658487846595246,0.999984452942187,0.090650736612413,0.999883655288253,0,0,0.00525786837973833
"Slc39a6",0.720956959834521,0.338142118522112,-0.432193836778118,0.999984452942187,-0.273005652986915,0.999883655288253,0,0,0.00525249002316297
"Tgfa",0.37564156484824,0.799469625103735,-0.0184891214189308,0.999984452942187,-0.34142522613721,0.999883655288253,0,0,0.0052424057640329
"Rps12-ps23",-0.180255191203913,0.909055061724704,-0.376668719550711,0.999984452942187,0.571963298831123,0.999883655288253,0,0,0.00501312935883302
"Impact",0.705696507783751,0.332564840902362,-0.360632694680676,0.999984452942187,-0.330364496911252,0.999883655288253,0,0,0.00489977206394077
"Mrpl10",0.266787969260923,0.79564234774588,-0.13657338562401,0.999984452942187,-0.115698258583673,0.999883655288253,0,0,0.00483877501774662
"Sirt6",-0.867959630694652,0.532995834110716,0.30238235296637,0.999984452942187,0.579919993083319,0.999883655288253,0,0,0.00478090511834591
"Rps17",0.0475004440631617,0.935441973319806,0.00448013688665405,0.999984452942187,-0.0380179103619369,0.999883655288253,0,0,0.00465422352929294
"Atp5g2",-0.0888809848233185,0.971248381450301,0.239098647029677,0.999984452942187,-0.136409700993867,0.999883655288253,0,0,0.00460265373749724
"Ick",0.894056178531514,0.579299703468893,-0.387966816631167,0.999984452942187,-0.493157117774279,0.999883655288253,0,0,0.00431074804202251
"RP23-241H7.1",-0.787930085505097,0.635259135016711,0.67075822771439,0.999984452942187,0.129760911763281,0.999883655288253,0,0,0.00419635132419138
"Jph1",-0.55064560233917,0.696957070986246,0.32865952440933,0.999984452942187,0.234273308223993,0.999883655288253,0,0,0.00409574343138404
"Gca",-0.52189705817385,0.771932089273098,0.605885250207739,0.999984452942187,-0.0724398463768108,0.999883655288253,0,0,0.00384944855235914
"Rexo2",0.30611626975875,0.513510090225258,-0.151865422348684,0.999984452942187,-0.142750737573731,0.999883655288253,0,0,0.00383336994544485
"Zdhhc18",-0.386626473508386,0.817638148657158,0.437072474345042,0.999984452942187,-0.0390310635106248,0.999883655288253,0,0,0.00380497910867709
"Ptgr2",0.349603324679292,0.845779961771257,0.100574606276736,0.999984452942187,-0.438777497715602,0.999883655288253,0,0,0.00380014441347557
"Sfswap",0.49307081906123,0.43942844144869,-0.228624361076855,0.999984452942187,-0.25305680149156,0.999883655288253,0,0,0.0037965521642717
"Celsr3",0.980144250814371,0.51649798169257,-0.858019440691128,0.999984452942187,-0.111704925768987,0.999883655288253,0,0,0.00347329478475167
"Focad",0.0811546464977013,0.974162140764521,0.269269625906443,0.999984452942187,-0.340077631682057,0.999883655288253,0,0,0.00344888024069586
"Naa50",0.0269448852807841,0.982649165817956,0.00544451102994525,0.999984452942187,-0.0221013026266359,0.999883655288253,0,0,0.00342936456136448
"Swi5",1.03683625141776,0.210959066992156,-0.684492931817657,0.999984452942187,-0.342073832471654,0.999883655288253,0,0,0.00342316237615107
"Atp6v1b2",0.599882490321563,0.269681782230881,-0.097126489998205,0.999984452942187,-0.492601961249216,0.999883655288253,0,0,0.00338467969138071
"Gm8648",-0.334427218582675,0.881857349625687,0.790565046436238,0.999984452942187,-0.446885904463617,0.999883655288253,0,0,0.00308397446331536
"Nol7",0.158618129679903,0.834640679285951,-0.151171234639846,0.999984452942187,0.00114861498039787,0.999883655288253,0,0,0.0028651700068183
"Plekhg1",1.99544170776613,0.165301179468611,-0.983801340024891,0.999984452942187,-1.00307699404001,0.999883655288253,0,0,0.00285445790040839
"Pbrm1",0.583685469712365,0.305322109029527,-0.234830698054148,0.999984452942187,-0.340830929248565,0.999883655288253,0,0,0.00267461413655064
"Dyrk1b",-0.31735628020953,0.874313823049179,0.522924354885906,0.999984452942187,-0.197605844847619,0.999883655288253,0,0,0.00265407660958561
"Mthfsd",0.30658801206829,0.839997081284276,-0.132885367476675,0.999984452942187,-0.165863496726605,0.999883655288253,0,0,0.00261304928833657
"Prkaa1",0.161024830242551,0.924832697394267,-0.0945654868204979,0.999984452942187,-0.0589276623733817,0.999883655288253,0,0,0.00251056034955729
"Rpl35a-ps4",-0.249959279754133,0.869256766286663,0.240107535076899,0.999984452942187,0.0170957172451847,0.999883655288253,0,0,0.00241465752265034
"Tut1",-0.139851001119924,0.944624039602553,0.174384874477419,0.999984452942187,-0.02770386937088,0.999883655288253,0,0,0.00227666799553827
"Ndufaf2",1.22638095726941,0.412639223531072,-1.1111380111731,0.999984452942187,-0.108591436567389,0.999883655288253,0,0,0.00221716984297145
"Plscr3",0.23466756008199,0.825576835172213,-0.130218916395608,0.999984452942187,-0.0978018251857744,0.999883655288253,0,0,0.00221560616686922
"Dgkb",0.644730350677111,0.633617184399605,-0.188881501526889,0.999984452942187,-0.44931330236758,0.999883655288253,0,0,0.00217851559421386
"Hsp90ab1",0.348879000253316,0.323017154565107,-0.128779985701545,0.999984452942187,-0.213657573413183,0.999883655288253,0,0,0.00214714704619586
"Vps4b",0.262821081132897,0.767016960009463,-0.187527849555691,0.999984452942187,-0.0688621257365618,0.999883655288253,0,0,0.00214370194688129
"Irs2",0.298311672048034,0.890858534612188,-0.124417621478609,0.999984452942187,-0.167555365008519,0.999883655288253,0,0,0.00211289518696844
"Slc35d2",0.296254156825942,0.862612021329395,0.329351385089001,0.999984452942187,-0.619445872093866,0.999883655288253,0,0,0.00205322327369258
"Rpsa-ps10",-0.433053284606001,0.674931756847423,0.516927828338187,0.999984452942187,-0.0779362054982107,0.999883655288253,0,0,0.00197944607799183
"Nrp2",0.758156693538206,0.100187524553954,-0.402372528293615,0.999984452942187,-0.349926317975779,0.999883655288253,0,0,0.00195261575627074
"Fam122a",-0.264017851357031,0.889355976227673,0.886631840886446,0.999984452942187,-0.61711421739435,0.999883655288253,0,0,0.00183325737835475
"Pik3cg",-1.10069528283905,0.477642755820783,0.916538407273797,0.999984452942187,0.18964071606076,0.999883655288253,0,0,0.00182794683183587
"Gm17257",0.288699136622738,0.848390409549739,-0.309777098991198,0.999984452942187,0.0264203451303144,0.999883655288253,0,0,0.00178079425395161
"Polr2f",-0.177746937697263,0.81543942020347,0.118185678930733,0.999984452942187,0.0648929605892219,0.999883655288253,0,0,0.00177723394089746
"Tgds",-0.00245298553858425,1,-0.0181033913654161,0.999984452942187,0.0258731644662671,0.999883655288253,0,0,0.00177226252075559
"Gtf2e2",-0.189184922633178,0.85088893024489,-0.00417690362591117,0.999984452942187,0.19862701513608,0.999883655288253,0,0,0.001755062958997
"Mms22l",-0.18573081350367,0.918606412557232,-0.426856150778049,0.999984452942187,0.617704996548563,0.999883655288253,0,0,0.0017060107556145
"Elf1",0.0604261098821937,0.945902997339904,0.156152418383512,0.999984452942187,-0.211684974357962,0.999883655288253,0,0,0.00163118463591457
"Prc1",0.398029628319544,0.660614306191046,-0.531786773488244,0.999984452942187,0.138451045442171,0.999883655288253,0,0,0.00156463342449046
"Pex7",-0.453074494884306,0.781374604303619,0.324294543763882,0.999984452942187,0.133064393195937,0.999883655288253,0,0,0.00142814735850438
"Gm1673",0.161319857523607,0.941484213985748,0.169021745986617,0.999984452942187,-0.326140649061831,0.999883655288253,0,0,0.00140031814946469
"Kcna1",1.49353306570902,0.268443778575095,-0.853668848122848,0.999984452942187,-0.635713430410091,0.999883655288253,0,0,0.00138359572536147
"Ap3s2",0.310135906982743,0.858008216137122,-0.212665348099552,0.999984452942187,-0.0933718274590651,0.999883655288253,0,0,0.00136624380804188
"2900093K20Rik",0.253649973774307,0.880463975340966,-0.0132514158592101,0.999984452942187,-0.236424783369317,0.999883655288253,0,0,0.00132459151525991
"Ephx2",0,1,0.348038208295249,0.999984452942187,-0.344365504174262,0.999883655288253,0,0,0.00122423470699543
"Dazap2",-0.384410071574385,0.490355735371599,0.414410590883664,0.999984452942187,-0.026472013071599,0.999883655288253,0,0,0.00117616874589347
"Nup37",-0.7020661208324,0.666639562303178,0.328676846358069,0.999984452942187,0.376883788757582,0.999883655288253,0,0,0.00116483809441714
"Gm13422",-0.367158348362678,0.832520729280945,0.36671793904298,0.999984452942187,0.00350300463566833,0.999883655288253,0,0,0.00102086510532332
"Gm19815",-1.43857127664721,0.397576285610851,1.29744802233182,0.999984452942187,0.14357446003121,0.999883655288253,0,0,0.000817068571940416
"Agap3",0.209568146069998,0.909055061724704,-0.153710608744808,0.999984452942187,-0.05342177155452,0.999883655288253,0,0,0.000811921923556724
"Ctnna1",0.724700084536808,0.0715362816550709,-0.351226510602652,0.999984452942187,-0.371401218362736,0.999883655288253,0,0,0.000690785190473164
"Eif3k",0.418635070543667,0.398053468359961,-0.225302512538618,0.999984452942187,-0.191420424318418,0.999883655288253,0,0,0.000637377895543819
"Uqcr11",0.111240511856896,0.870842428728439,0.0663620977360084,0.999984452942187,-0.175845016828392,0.999883655288253,0,0,0.000585864254837531
"Sepp1",0.888432444350995,0.544106297126562,-0.378335827946074,0.999984452942187,-0.50834454131324,0.999883655288253,0,0,0.000584025030560209
"Eif4g1",0.08891373598013,0.845933347532093,-0.00837620712350784,0.999984452942187,-0.0789522047120066,0.999883655288253,0,0,0.000528441381538514
"Rbm25",0.125583125680247,0.862255874818153,-0.049935044169402,0.999984452942187,-0.0742609732198591,0.999883655288253,0,0,0.000462369430328735
"Tma7",-0.234096827121121,0.80593160404537,0.293083554138914,0.999984452942187,-0.0581248385834643,0.999883655288253,0,0,0.00028729614477611
"Gm5428",0.259513722305724,0.889851250065184,0.0101370070498827,0.999984452942187,-0.268803334843254,0.999883655288253,0,0,0.000282464837450943
"Nicn1",-0.0940674389154754,0.951754424024901,0.238262498522925,0.999984452942187,-0.143597149394434,0.999883655288253,0,0,0.00019930340433838
"RP24-227F14.1",0.0152687177194863,0.999278299994118,0.0647861470432514,0.999984452942187,-0.0799571860630335,0.999883655288253,0,0,3.25595665680624e-05
"Snrpb2",0.469641772653491,0.348157230305317,-0.237911720533514,0.999984452942187,-0.231762243163649,0.999883655288253,0,0,-1.07303478908231e-05
"Eif3l",0.0822233685918778,0.915704914633469,0.0118853699816182,0.999984452942187,-0.0946303748657531,0.999883655288253,0,0,-0.0001738787640857
"Lamtor3",0.360485803343553,0.709065154712883,-0.267788839713003,0.999984452942187,-0.0932641024699565,0.999883655288253,0,0,-0.000189046279801985
"Dok5",-0.47478632805876,0.763370237306027,0.355017313674095,0.999984452942187,0.11902953734754,0.999883655288253,0,0,-0.000246492345708319
"Srrm1",0.0221219413033413,0.981521717289227,0.0440854836030482,0.999984452942187,-0.0670091306459994,0.999883655288253,0,0,-0.000267235246536638
"Chrna1os",-1.08580087299548,0.370231958280455,0.538806357136648,0.999984452942187,0.546073757008618,0.999883655288253,0,0,-0.00030691961673764
"Caprin1",0.387881061421758,0.45444048006091,-0.190695913576979,0.999984452942187,-0.198176959319986,0.999883655288253,0,0,-0.000330603825068998
